"",gene_symbol,GSM1480291,GSM1480292,GSM1480293,GSM1480294,GSM1480295,GSM1480296,GSM1480297,GSM1480298,GSM1480299,GSM1480300,GSM1480301,GSM1480302
ENSMUSG00000044156,Hepacam2,19.14792,10.46342,6.17602,5.66754,8.11708,10.25908,0.6394,0.51029,0.1159,0,0,0
ENSMUSG00000044162,Tnip3,0.40264,1.30267,0.58422,0.59213,1.12629,0.73834,0.3197,0,0.27042,0,0,0
ENSMUSG00000044164,Rnf182,0.04474,0,0.29211,0.08459,0.03884,0.07772,1.2788,0.29767,0.27042,0,0.30818,0.8509
ENSMUSG00000044165,Bcl2l15,8.14234,10.4214,85.25416,67.12224,56.93609,59.61147,0.51951,0.46776,3.20643,1.816,0.61635,0.99272
ENSMUSG00000044167,Foxo1,80.43916,92.23776,103.78223,97.87074,47.38201,42.74617,138.46999,138.84054,160.55342,139.62542,92.67328,95.53738
ENSMUSG00000044170,Olfr1384,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044172,Ptx4,0,0.04202,0.08346,0,0,0,0.03996,0.08505,0.03863,0.08255,0,0
ENSMUSG00000044176,Spink10,0,0.33617,0.04173,0.0423,0.27186,0.3886,0.19981,0.25514,0.30905,0.04127,0.13208,0.28363
ENSMUSG00000044177,Wfikkn2,0.35791,0.29415,0.04173,0.08459,0.03884,0,6.43396,5.01782,7.72634,10.15307,13.5598,9.40719
ENSMUSG00000044186,Nkx2-6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044197,Gpr146,8.94763,10.79959,4.38164,4.35639,17.67116,21.33422,16.78424,18.11518,14.33237,16.46779,23.42147,20.94164
ENSMUSG00000044199,S1pr4,0.17895,0.08404,0.12519,0.16918,0.50489,0.5829,0.83921,0.85048,0.03863,0.28891,0.39623,0.47272
ENSMUSG00000044201,Cdc25c,2.95272,4.20218,3.38012,1.31115,6.29171,3.92488,2.63752,2.72153,2.4338,1.89854,0.5283,0.70908
ENSMUSG00000044205,Olfr983,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044206,Vsig4,0,0,0,0,0,0.11658,0,0,0.03863,0,0.04403,0
ENSMUSG00000044213,Olfr1094,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044216,Kcnj4,0.26843,0.21011,0.12519,0,0,0.03886,1.35872,0.68038,0.96579,0.94927,0.44025,0.18909
ENSMUSG00000044217,Aqp5,70.59677,87.57334,4.17299,2.45311,8.50546,13.05701,1.19887,1.82853,0.15453,0.08255,0.08805,0.04727
ENSMUSG00000044220,Nkx2-3,0.04474,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044221,Grsf1,47.73559,47.94683,56.58573,47.28586,33.3616,35.82906,58.78481,57.02455,56.47957,49.0732,52.25805,55.45044
ENSMUSG00000044222,Defb13,0.04474,0.21011,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044224,Dnajc21,54.26735,46.60213,51.07738,40.30718,21.82679,22.15029,41.56098,33.50884,37.35687,28.89086,26.89947,27.22886
ENSMUSG00000044227,Gm9789,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044229,Nxpe4,0.85002,0.50426,0.04173,0.33836,0.34954,0,0.67936,0.85048,0.96579,0.908,0,0.23636
ENSMUSG00000044231,Nhlrc1,3.758,4.07611,1.21017,1.60721,0.42721,1.08808,4.71557,7.61178,7.14687,8.33708,5.41511,5.05814
ENSMUSG00000044243,Bhlha9,0,0,0,0,0.03884,0,0,0,0,0,0,0
ENSMUSG00000044244,Il20rb,1.83426,1.97502,2.92109,2.15705,0.69908,0.85492,4.83546,4.33744,4.51991,4.49872,3.34592,2.7418
ENSMUSG00000044248,Vmn1r45,0,0.12607,0.08346,0.0423,0.03884,0,0,0,0.03863,0,0,0
ENSMUSG00000044249,Defb29,0.22369,0.75639,0.08346,0.0423,0,0,0,0,0,0,0,0
ENSMUSG00000044250,Pced1b,9.17132,8.6985,7.51138,8.79737,5.94217,4.70208,1.79831,2.29629,1.23621,1.816,1.80504,2.07998
ENSMUSG00000044252,Osbpl1a,31.18248,33.32325,45.19347,35.95079,136.74759,137.68152,23.25816,29.76673,38.3613,33.92613,39.05045,41.69419
ENSMUSG00000044254,Pcsk9,0.13421,0.08404,0.16692,0.0423,0.03884,0,0.83921,0.68038,0.734,0.61909,0.79246,1.13454
ENSMUSG00000044258,Ctla2a,3.35536,4.74846,2.83763,2.24164,1.08746,0.9715,10.15047,21.30448,14.10058,17.25197,7.08808,7.13812
ENSMUSG00000044265,Olfm5,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044276,4933427E11Rik,0,0.12607,0,0,0,0,0,0,0.03863,0.08255,0,0
ENSMUSG00000044279,Crb3,48.4514,58.24216,59.67374,58.74782,20.11794,17.37049,7.31313,6.71878,3.86317,2.31127,1.76101,2.31634
ENSMUSG00000044286,Olfr221,0,0.08404,0,0,0,0.07772,0,0,0,0.04127,0,0.04727
ENSMUSG00000044287,Nrn1l,0.17895,0.29415,0.16692,0,0.03884,0,0.11989,0.59533,0.03863,0.08255,0,0.14182
ENSMUSG00000044288,Cnr1,4.07117,2.94152,0.12519,0.54984,0.15535,0.1943,10.27036,8.50478,7.26276,9.61653,16.24534,13.51989
ENSMUSG00000044292,Olfr978,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044293,Olfr794,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044294,Krt84,0.04474,0.16809,0.16692,0,0,0,0.35966,0.38272,0.65674,0.41273,1.62894,1.18181
ENSMUSG00000044296,Zfp879,0.35791,0.29415,0.08346,0.0423,0.03884,0.1943,0.39962,0.63786,0.1159,0.28891,0.57233,0.56727
ENSMUSG00000044303,Cdkn2a,0.5816,0.54628,0.12519,0,0.19419,0.34974,0.35966,0.34019,0.57948,0.28891,0.1761,0.52
ENSMUSG00000044308,Ubr3,110.90583,106.81931,125.06447,130.56481,67.07273,68.54931,97.58837,94.87083,95.76803,87.62186,109.7551,107.92273
ENSMUSG00000044309,Apol7c,0.04474,0.04202,0.20865,0.12689,0.03884,0.1943,0.07992,0.04252,0.1159,0.04127,0.22013,0.04727
ENSMUSG00000044312,Neurog3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044313,Mab21l3,1.34214,1.26065,1.75266,0.8882,0.23303,0.11658,4.71557,2.89163,1.00442,0.99054,0.5283,0.37818
ENSMUSG00000044317,Gpr4,1.879,3.52983,1.91957,2.36852,0.23303,0.42746,4.83546,7.44168,2.4338,4.74636,1.93711,1.89089
ENSMUSG00000044320,1700001O22Rik,5.637,5.16868,2.67071,2.58,6.33055,8.04405,0.75929,1.36076,0.8499,0.78418,0.96856,1.13454
ENSMUSG00000044322,Dsc1,0,0,0,0.08459,0,0,0.51951,0.76543,0.1159,0.28891,0.04403,0
ENSMUSG00000044328,Trp53i13,9.08184,8.78255,5.09105,3.08754,2.83515,3.53627,10.39024,7.6543,10.58509,9.07999,7.74845,8.60356
ENSMUSG00000044337,Ackr3,25.99285,21.64121,8.63809,7.10557,31.45855,46.20472,162.8471,183.83083,331.11246,371.86669,586.46118,533.32643
ENSMUSG00000044338,Aplnr,1.20793,1.89098,0.37557,0.21148,0.34954,0.27202,3.91632,6.97392,1.50664,1.48582,2.33334,4.72723
ENSMUSG00000044339,Alkbh2,4.78698,3.90802,3.71396,3.12983,3.34004,2.13731,3.99625,4.20987,3.67001,3.42563,3.61008,3.30906
ENSMUSG00000044340,Phlpp1,71.93892,70.42847,45.56904,47.53963,23.22495,19.46894,43.83884,51.45392,50.80071,47.00956,50.58508,53.89046
ENSMUSG00000044345,Marveld1,13.33196,12.98472,38.26631,41.95669,22.48704,24.52076,48.83415,49.11511,76.99302,84.19623,114.46581,131.74798
ENSMUSG00000044348,Slc25a53,3.758,4.62239,3.04628,1.86098,1.437,1.63213,2.11801,3.57201,2.82012,2.80654,4.44656,5.38905
ENSMUSG00000044349,Snhg11,16.95575,12.98472,3.79742,6.72491,6.52474,3.80829,4.95535,3.40191,3.12917,3.59072,5.19499,6.42904
ENSMUSG00000044350,Lacc1,3.04219,3.44578,8.34598,6.0059,6.75776,7.26685,4.35591,4.59258,11.78267,8.04817,9.55349,8.55629
ENSMUSG00000044352,Sowaha,2.01322,1.89098,1.12671,0.8882,1.00978,1.47669,0.39962,0.1701,0.30905,0.24764,0.22013,0.52
ENSMUSG00000044359,P2ry4,0.49212,0.21011,0.33384,0.29607,0.15535,0.54404,0.59944,0.25514,0.34769,0.37145,0.74843,0.42545
ENSMUSG00000044361,BC024139,0.5816,0.42022,0.12519,0.08459,0.15535,0.03886,0.59944,0.55281,0.46358,0.454,0.92453,0.52
ENSMUSG00000044362,Ccdc89,0.31317,0.46224,0.08346,0.0423,0.03884,0.03886,0.19981,0.12757,0.1159,0.33018,0.26415,0.33091
ENSMUSG00000044364,Tmem74b,0.40264,0.16809,0.12519,0.16918,0.03884,0,1.51857,1.27572,1.66116,3.13672,1.40881,0.80363
ENSMUSG00000044365,Cxxc4,1.879,2.52131,0.62595,0.76131,1.63118,1.90415,0.35966,1.19067,1.85432,1.23818,1.14466,0.8509
ENSMUSG00000044367,Slc16a13,1.38688,1.76491,0.25038,0.16918,0.03884,0.07772,7.63283,6.46363,2.4338,2.93036,4.22643,5.19996
ENSMUSG00000044375,BC027072,0,0.25213,0,0,0,0,0,0.08505,0.07726,0.04127,0.04403,0
ENSMUSG00000044378,Slc15a5,1.16319,1.51278,2.50379,1.52262,1.7477,1.55441,0.07992,0.04252,0.30905,0.28891,0.08805,0.18909
ENSMUSG00000044390,Tigd3,0.98424,1.42874,0.79287,1.31115,0.66024,0.3886,2.19794,2.42386,1.89295,1.32073,1.23271,1.46544
ENSMUSG00000044393,Dsg2,255.14156,237.33889,172.97038,148.32873,51.80951,57.55189,112.21464,101.20689,80.85619,85.06296,147.08857,152.02781
ENSMUSG00000044400,Sowahd,0,0,0,0.0423,0,0,0,0.04252,0.1159,0.08255,0.04403,0.09454
ENSMUSG00000044405,Adig,1.879,2.64737,8.55463,6.17508,12.58342,14.57256,0.15985,0.34019,0.42495,0.37145,0.26415,0.09454
ENSMUSG00000044408,Sptssa,29.84033,31.13812,42.85659,37.00817,27.69129,26.50262,45.91689,42.39633,54.89567,45.52375,46.22658,48.35959
ENSMUSG00000044429,Cryga,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044430,Klk12,0.26843,0.42022,0.04173,0.21148,0,0.07772,0,0,0,0,0,0
ENSMUSG00000044433,Camsap3,27.60343,39.16428,45.90287,36.88128,19.7684,22.22801,16.78424,12.03426,8.92393,6.6449,6.73587,11.25081
ENSMUSG00000044441,Olfr1442,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044442,N6amt1,11.13979,11.09374,9.76479,6.68262,4.58285,4.31348,8.9516,8.33468,10.39193,10.89598,7.83651,8.50902
ENSMUSG00000044444,Pfn3,0,0,0,0,0,0,0,0,0,0,0,0.04727
ENSMUSG00000044447,Dock5,71.8047,72.57158,21.15705,20.42851,14.71949,13.91193,15.98499,11.86417,12.6712,11.14362,9.9057,8.50902
ENSMUSG00000044452,Zfp507,29.30348,29.66736,6.38467,5.92131,10.25316,10.99742,17.22383,17.6049,14.91184,9.53399,17.87428,16.7344
ENSMUSG00000044453,Ffar1,0.22369,0.3782,0.45903,0.29607,0.15535,0.11658,0.19981,0.29767,0.42495,0.16509,0.26415,0.23636
ENSMUSG00000044454,Olfr867,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044456,Rin3,20.44533,18.06936,15.85736,18.779,2.64096,1.78757,16.70432,14.16046,17.84785,12.21671,17.12585,23.11617
ENSMUSG00000044457,Stk-ps2,0.13421,0,0.04173,0.0423,0.03884,0,0,0,0,0.04127,0.04403,0
ENSMUSG00000044461,Shisa2,39.14586,34.49986,24.82928,14.71868,1.04862,1.12694,31.89006,20.66662,20.01123,22.86505,26.85544,27.37068
ENSMUSG00000044465,Fam160a2,52.5673,57.99003,80.7056,110.39007,187.35313,264.59878,27.0546,18.37033,18.31143,18.86161,19.50321,30.67974
ENSMUSG00000044468,Fam46c,18.52159,14.83368,25.58042,27.95703,53.36302,66.76174,104.06229,56.93951,33.33917,28.64323,47.15111,55.54499
ENSMUSG00000044469,Tnfaip8l1,4.11591,6.13518,10.01517,10.19311,3.61191,1.78757,3.31689,5.06034,1.77706,1.69218,0.7044,0.99272
ENSMUSG00000044471,Lncpint,0.67107,0.50426,0.16692,0,0.15535,0.23316,1.07899,1.14815,0.88853,1.27945,0.83648,1.13454
ENSMUSG00000044475,Ascc1,28.67714,26.47371,19.8217,19.70949,8.19476,8.9767,12.62814,13.48008,16.99796,18.86161,24.21392,24.34525
ENSMUSG00000044477,Zfand3,52.38835,54.62828,42.14718,42.92947,24.97265,24.13215,90.11539,96.74188,89.23927,90.84113,115.8306,113.16996
ENSMUSG00000044485,Klk1b11,0.08948,0.21011,0.25038,0.21148,0.58257,0.34974,0,0,0,0,0,0
ENSMUSG00000044487,Olfr1112,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044496,2510039O18Rik,73.23632,80.42964,53.45598,46.86291,21.59377,21.80055,36.72552,36.48551,27.46715,26.16687,28.83658,32.33427
ENSMUSG00000044499,Hs3st5,0,0,0,0,0,0,0,0.04252,0.03863,0,0.08805,0
ENSMUSG00000044501,Zfp758,8.27655,7.94211,7.76176,7.06327,5.98101,4.7798,4.7955,3.65706,4.28812,3.59072,6.16354,6.19268
ENSMUSG00000044502,Bod1,82.27342,83.74936,102.15476,88.56583,52.04254,55.53116,48.27467,55.3236,58.83611,51.71465,40.59134,39.42512
ENSMUSG00000044505,Lingo4,0.5816,0.75639,0.37557,0.50754,0.11651,0.1943,0.03996,0.1701,0.19316,0.57782,0.08805,0.04727
ENSMUSG00000044518,Foxe3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044519,Zfp488,5.72648,3.36174,1.58574,2.66459,1.16513,1.55441,6.31407,5.82577,4.21086,3.63199,5.54719,7.89448
ENSMUSG00000044522,A730020M07Rik,0,0.12607,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044526,Znrf4,0,0,0,0.08459,0,0,0,0,0,0,0,0
ENSMUSG00000044528,Tram1l1,0,0,0.04173,0.0423,0.03884,0.03886,0.11989,0,0.15453,0.12382,0,0
ENSMUSG00000044533,Rps2,33.86677,26.34764,15.94082,18.14457,9.1657,13.67877,38.00432,32.53079,30.3259,29.5925,24.83028,34.74516
ENSMUSG00000044534,Ackr2,0.17895,0.08404,0.16692,0,0,0.15544,0.07992,0.12757,0.03863,0.08255,0.22013,0.14182
ENSMUSG00000044542,Prop1,0,0,0,0,0,0,0,0,0.03863,0,0,0
ENSMUSG00000044544,4921513I03Rik,0,0,0,0.0423,0,0.03886,0.15985,0.12757,0.27042,0.28891,0.30818,0.28363
ENSMUSG00000044548,Dact1,1.02898,1.38672,0.8346,0.29607,0.19419,0.31088,42.12045,28.66111,20.12713,14.98198,11.97488,16.54532
ENSMUSG00000044550,Tceal3,0.31317,0.25213,0.08346,0.0423,0,0.07772,13.34747,11.90669,14.83458,16.63288,14.39628,13.37807
ENSMUSG00000044551,9930012K11Rik,1.16319,1.97502,0.50076,0.8882,0.11651,0.15544,0.75929,1.27572,0.69537,1.23818,1.49686,0.94545
ENSMUSG00000044556,Tex38,0.04474,0.12607,0.04173,0.08459,0,0,0.15985,0.04252,0.03863,0,0,0
ENSMUSG00000044560,Olfr1302,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044562,Rasip1,5.68174,7.39583,2.42033,1.86098,0.38838,1.04922,22.81858,35.7626,12.40078,14.89943,7.26418,10.39991
ENSMUSG00000044566,Cage1,4.11591,4.32824,4.13126,3.34131,1.04862,1.63213,2.19794,4.59258,4.48128,3.75581,3.21385,3.35634
ENSMUSG00000044573,Acp1,54.22262,50.8043,37.64036,31.29833,21.47726,22.11143,29.73208,26.53492,32.83696,34.8754,31.56615,33.37426
ENSMUSG00000044576,Garem2,0.04474,0.04202,0,0,0,0,0.23977,0.55281,0.30905,0.454,0.04403,0.33091
ENSMUSG00000044583,Tlr7,0,0.08404,0.04173,0.0423,0.03884,0.03886,0.11989,0.80795,0.92716,0.16509,0.08805,0.23636
ENSMUSG00000044594,Serpinb3a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044595,Dnd1,2.14743,2.22715,1.79439,1.35344,0.66024,0.3886,2.2379,2.55143,1.31348,1.44454,1.54089,1.74908
ENSMUSG00000044597,Mycs,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044600,Smim7,102.31611,90.43082,98.60772,84.71698,59.77124,53.86017,67.25685,60.00123,66.75561,55.26409,60.13858,58.05042
ENSMUSG00000044617,Zbtb39,31.45091,33.15517,15.89909,13.36523,3.88377,3.61399,28.49325,28.06578,26.84904,25.05251,15.93716,17.20713
ENSMUSG00000044624,Gm4922,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044626,Liph,20.98218,27.77638,17.27617,20.97834,17.28278,18.96375,0.55947,0.72291,0.77263,0.53654,0.39623,0.47272
ENSMUSG00000044627,Swi5,100.61606,96.39791,75.61455,71.94387,48.93552,48.07001,71.05329,70.58968,74.55922,69.42062,63.04425,55.11954
ENSMUSG00000044628,Rnf208,13.86882,13.78314,5.67526,4.44098,2.29143,1.82643,1.11895,0.76543,0.61811,0.33018,0,0.09454
ENSMUSG00000044629,Cnrip1,0.17895,0.08404,0.04173,0.12689,0,0.15544,0.55947,0.93553,0.23179,0.41273,0.30818,0.18909
ENSMUSG00000044636,Csrnp2,11.63191,9.58096,3.54704,3.08754,2.75748,3.73057,24.1773,17.39228,9.23298,7.96562,12.41514,14.98533
ENSMUSG00000044641,Pard6b,82.76554,116.98857,201.30497,206.18835,39.69214,28.09589,35.16698,23.64329,27.00357,20.84269,15.98119,12.38535
ENSMUSG00000044645,Gm7334,74.44425,63.70498,128.86189,123.58612,115.07614,107.44832,100.10601,109.11633,108.78692,82.79296,62.42789,62.63584
ENSMUSG00000044646,Zbtb7c,19.68478,16.68264,8.5129,3.08754,4.15564,4.5855,47.03584,27.85316,16.30259,13.7438,16.42144,17.06531
ENSMUSG00000044647,Csrnp3,0.13421,0.63033,0.54249,0.8459,1.39816,2.17617,0.11989,0,0.03863,0.12382,0.22013,0
ENSMUSG00000044649,Krtap4-2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044664,Prss42,0.49212,0.33617,0.12519,0.0423,0,0.03886,0.03996,0,0.07726,0.12382,0.04403,0.04727
ENSMUSG00000044667,Plppr4,1.96848,2.56333,1.75266,1.31115,1.20397,2.09845,0.47955,1.14815,0.88853,1.03182,1.76101,1.18181
ENSMUSG00000044674,Fzd1,14.13725,16.43051,6.55159,6.21737,1.00978,2.02073,81.00394,78.41408,47.7488,51.21937,57.40901,69.77396
ENSMUSG00000044676,Zfp612,3.71326,1.97502,2.92109,0.8459,2.83515,8.86011,1.23884,1.36076,0.96579,0.61909,1.01258,1.74908
ENSMUSG00000044678,Ly6k,11.76613,11.13577,0.12519,0.08459,0.23303,0.11658,1.95816,1.57338,2.16338,2.64145,1.62894,2.64725
ENSMUSG00000044681,Cnpy1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044689,Gm13749,0,0.08404,0,0,0,0,0.07992,0,0,0.04127,0.04403,0.04727
ENSMUSG00000044700,Tmem201,30.64562,29.91949,26.2481,21.78195,16.93324,18.88603,37.52477,33.50884,54.97294,38.54867,20.38372,23.35253
ENSMUSG00000044701,Il27,0.08948,0.21011,0.16692,0.16918,0,0,0,0.04252,0.03863,0,0.04403,0
ENSMUSG00000044702,Palb2,3.31062,2.73141,1.16844,0.67672,2.91283,3.18653,1.95816,2.1262,1.12032,0.41273,0.30818,1.03999
ENSMUSG00000044703,Phf11a,0.49212,0.33617,0.20865,0.0423,0,0.03886,0.15985,0.29767,0.03863,0.08255,0,0.04727
ENSMUSG00000044705,Olfr670,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044707,Ccnjl,1.70005,1.59683,2.62898,1.90328,1.08746,1.47669,11.66904,11.52398,18.3887,20.71888,19.19504,16.54532
ENSMUSG00000044708,Kcnj10,0,0,0.04173,0.08459,0.07768,0.11658,0.07992,0.12757,0.03863,0.08255,0.08805,0
ENSMUSG00000044709,Gemin7,17.93999,16.68264,14.9393,14.80327,9.35989,11.77463,11.82889,8.97254,11.89857,10.23562,15.93716,17.63258
ENSMUSG00000044712,Slc38a6,319.74343,469.55112,563.35346,567.43034,429.46743,429.75443,278.69832,340.99917,276.64174,244.16907,297.74318,338.98988
ENSMUSG00000044715,Gskip,11.8556,12.10227,5.84218,4.48327,2.40794,3.10881,10.23039,13.77774,11.51225,13.24852,18.84283,17.7744
ENSMUSG00000044716,Dok7,2.41586,1.3447,1.00152,0.33836,0.3107,0.31088,5.15516,5.95335,3.51549,3.09545,2.55347,3.02543
ENSMUSG00000044719,E230025N22Rik,1.78953,2.05907,0.62595,0.33836,0.03884,0.07772,0.03996,0.04252,0.07726,0.12382,0.13208,0.09454
ENSMUSG00000044724,Gpr152,0.04474,0.08404,0.04173,0.0423,0.03884,0,0.23977,0.25514,0.27042,0.49527,0.30818,0.18909
ENSMUSG00000044726,Erich5,0,0,0.04173,0,0.03884,0.03886,0,0.04252,0.19316,0.454,0.96856,0.8509
ENSMUSG00000044734,Serpinb1a,0.44738,0.50426,0.08346,0.16918,0.03884,0.27202,0.91914,1.61591,0.1159,0.20636,0.1761,0.09454
ENSMUSG00000044737,Klk14,1.43162,1.42874,1.29363,1.18426,0.38838,0.81606,0.07992,0.04252,0,0,0.1761,0.04727
ENSMUSG00000044743,Defb10,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044748,Defb1,30.06402,27.8184,11.85129,15.3531,4.38866,3.65285,3.59662,4.84772,7.72634,14.4867,6.69185,4.72723
ENSMUSG00000044749,Abca6,0.26843,0.16809,0,0.38066,0.11651,0.11658,0.39962,0.893,0.92716,1.23818,0.74843,0.52
ENSMUSG00000044763,Trmt10c,26.08233,21.34705,18.52807,17.25638,7.37917,7.84975,27.0546,29.08635,22.79271,19.64579,16.37742,13.3308
ENSMUSG00000044768,D1Ertd622e,41.91963,42.484,41.52124,32.94784,14.25344,16.24354,26.33527,22.4101,22.59956,21.42051,19.54724,14.70169
ENSMUSG00000044770,Scml4,19.81899,26.8519,4.25645,8.24753,4.38866,4.66322,2.27786,1.82853,2.20201,1.93982,2.24529,4.11269
ENSMUSG00000044772,Sntn,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044783,A730008H23Rik,47.55663,49.03939,30.12898,28.59145,19.61305,18.80831,22.69869,25.13163,19.2386,16.46779,14.17615,19.00348
ENSMUSG00000044786,Zfp36,626.51279,689.99726,223.21316,276.18665,451.33306,559.23645,1259.49743,897.04172,876.59233,849.2263,1152.67071,1512.62001
ENSMUSG00000044787,Spata32,0,0,0,0.0423,0,0,0.19981,0.04252,0.03863,0,0.1761,0.09454
ENSMUSG00000044788,Fads6,16.23994,19.54012,3.71396,5.20229,9.24338,8.19949,0.99906,1.02057,0.69537,1.11436,0.57233,0.61454
ENSMUSG00000044791,Setd2,161.01253,150.52194,129.52957,128.78841,47.49852,46.74876,142.54616,149.85423,123.93055,113.74746,104.07584,112.17724
ENSMUSG00000044792,Isca1,40.53275,37.94565,39.9355,38.95374,31.26436,31.55444,41.08143,42.99167,48.52144,44.16175,32.57873,33.94153
ENSMUSG00000044795,Cyb5d1,11.94508,9.74905,8.38771,10.48917,5.78682,5.86788,12.30844,10.16321,4.7517,6.10835,7.70443,9.35992
ENSMUSG00000044798,Olfr923,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044801,Olfr159,0.17895,0.04202,0,0,0,0,0,0,0.07726,0.12382,0,0.18909
ENSMUSG00000044807,Zfp354c,1.5211,1.09257,0.70941,0.54984,0.07768,0.89378,13.9469,13.18241,14.29374,7.14017,10.91828,14.70169
ENSMUSG00000044811,Cd300c2,0,0.04202,0.04173,0,0,0,0,0.1701,0.23179,0.08255,0,0
ENSMUSG00000044813,Shb,93.50269,99.42348,93.34975,68.85633,13.86506,16.63215,64.09982,83.04918,87.11453,67.19189,35.61648,32.66518
ENSMUSG00000044814,Olfr543,0,0,0,0,0,0,0.11989,0.08505,0,0,0.04403,0
ENSMUSG00000044816,D630023F18Rik,0.13421,0.08404,0.04173,0,0.07768,0.03886,0.19981,0.25514,0.46358,0.82545,0.39623,0.56727
ENSMUSG00000044819,Oxgr1,0,0,0,0,0.03884,0,0,0,0,0,0,0
ENSMUSG00000044820,AY074887,0.35791,0.21011,0.25038,0.0423,0.23303,0.07772,0.43959,0.21262,0.50221,0.12382,0.22013,0.37818
ENSMUSG00000044824,Olfr545,0,0,0,0,0,0,0.03996,0.12757,0.07726,0.04127,0,0
ENSMUSG00000044827,Tlr1,0,0.16809,0,0.08459,0,0.03886,0,0,0.03863,0,0,0.04727
ENSMUSG00000044835,Ankrd45,0,0,0,0,0,0,0.75929,0.63786,0.1159,0.12382,0,0.04727
ENSMUSG00000044847,Lsm11,10.11082,9.24479,11.76783,9.09343,4.7382,5.67358,5.51482,6.9314,9.96698,12.17544,7.74845,6.71267
ENSMUSG00000044854,1700056E22Rik,0.98424,0.88246,0.29211,0.42295,0.11651,0.07772,0.59944,0.34019,0.42495,0.454,0.3522,0.56727
ENSMUSG00000044857,Lemd2,50.55409,52.69528,47.73899,38.10784,22.79774,20.285,49.99306,52.98478,61.81075,57.86427,55.78007,58.75951
ENSMUSG00000044860,Gm1123,0.44738,0.50426,0.16692,0.08459,0,0,0.43959,0.76543,0.34769,0.41273,0.66038,0.23636
ENSMUSG00000044863,Defb36,0.04474,0.08404,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044864,Ankrd50,42.90387,42.98826,47.94764,43.22554,11.37945,7.22799,62.78105,72.54578,76.29764,84.6915,76.07574,64.47946
ENSMUSG00000044876,Zfp444,16.15047,18.48957,7.51138,7.95147,2.83515,3.41969,10.15047,7.8244,6.91508,8.37835,11.62268,14.51261
ENSMUSG00000044881,Coa4,2.23691,2.18513,1.83611,2.45311,1.78653,1.20466,1.11895,1.10562,1.5839,1.03182,1.18868,0.8509
ENSMUSG00000044894,Uqcrq,58.56221,51.14048,66.85128,60.56651,70.10207,68.74361,47.23565,39.75985,62.54475,56.08955,37.86177,37.48696
ENSMUSG00000044897,Olfr821,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044899,Olfr649,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044903,Psg22,0,0.08404,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044906,4930503L19Rik,0,0,0,0,0,0,2.83734,5.91082,3.47685,2.97163,3.25787,2.64725
ENSMUSG00000044912,Syt16,0,0,0,0,0,0,0.03996,0,0.07726,0.04127,0,0
ENSMUSG00000044916,1700029I15Rik,0.76055,0.84044,1.00152,0.29607,0.38838,0.62176,0.9591,0.63786,1.08169,1.03182,0.92453,1.08726
ENSMUSG00000044921,Rassf9,11.36349,7.64796,1.21017,1.48033,0.81559,0.81606,3.63659,5.40054,3.36096,3.63199,3.69813,5.62541
ENSMUSG00000044923,Olfr1030,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044927,H1fx,2.99745,5.96709,4.00607,1.60721,1.00978,0.42746,6.15422,6.25101,4.09496,3.9209,1.27673,1.74908
ENSMUSG00000044933,Sstr3,0.17895,0.16809,0.04173,0,0.03884,0.03886,6.63377,5.82577,1.12032,1.27945,0.48428,0.47272
